id,name,name_grel,name_grel_star,host_id,host_name,host_name 1,host_name 2,neighbourhood,neighbourhood_case,neighbourhood_loop,neighbourhood_cluster,latitude,longitude,room_type,price,price_crazy,minimum_nights,minimum_nights_long,number_of_reviews,last_review,last_review_timeless,reviews_per_month,calculated_host_listings_count,availability_365,name_grel 1,name_grel 2,name_grel 3,name_grel 4,name_grel 5,newname
21647029.0,(Huge Duplex in Roscoe Village/Lakeview),Huge Duplex in Roscoe Village/Lakeview,Huge Duplex in Roscoe Village/Lakeview,1,Eleanor,Eleanor,,North Center,North Center,North Center,North Center,41.94666065,-87.67508383,Entire home/apt,200,,3,,56,2018-11-04T00:00:00Z,2018-11-04,4.65,1,164,Huge Duplex in Roscoe Village/Lakeview,,,,,
21647475.0,(Urban Oasis on Michigan Ave),Urban Oasis on Michigan Ave,Urban Oasis on Michigan Ave,2,Sierra,Sierra,,Near South Side,Near South Side,Near South Side,Near South Side,41.86568715,-87.62512228,Entire home/apt,150,,2,,69,2018-11-05T00:00:00Z,2018-11-05,5.73,3,66,Urban Oasis on Michigan Ave,,,,,
21648347.0,(#3 Luxury PRIVATE Rm & full Bthrm free parking),#3 Luxury PRIVATE Rm & full Bthrm free parking,#3 Luxury PRIVATE Rm & full Bthrm free parking,1,Shao,Shao,,Dunning,Dunning,Dunning,Dunning,41.93984073,-87.78708969,Private room,69,,1,,22,2018-10-26T00:00:00Z,2018-10-26,1.85,6,90,#3 Luxury PRIVATE Rm & full Bthrm free parking,,,,,
21648462.0,(#2 Luxury PRIVATE Rm & full Bthrm free parking),#2 Luxury PRIVATE Rm & full Bthrm free parking,#2 Luxury PRIVATE Rm & full Bthrm free parking,1,Shao,Shao,,Dunning,Dunning,Dunning,Dunning,41.93983902,-87.78787963,Private room,49,,1,,7,2018-10-07T00:00:00Z,2018-10-07,0.61,6,90,#2 Luxury PRIVATE Rm & full Bthrm free parking,,,,,
21650209.0,(Beautiful West Ridge Treeline Apartment),Beautiful West Ridge Treeline Apartment,Beautiful West Ridge Treeline Apartment,1,Priscilla,Priscilla,,West Ridge,West Ridge,West Ridge,West Ridge,41.98916236,-87.69207679,Entire home/apt,64,,2,,4,2018-10-23T00:00:00Z,2018-10-23,1.26,1,365,Beautiful West Ridge Treeline Apartment,,,,,
21656470.0,"(Views, Art, & Biscuits)","Views, Art, & Biscuits","Views, Art, & Biscuits",1,Jeff,Jeff,,Logan Square,Logan Square,Logan Square,Logan Square,41.92063677,-87.6964246,Entire home/apt,280,,2,,43,2018-10-29T00:00:00Z,2018-10-29,4.89,1,94,"Views, Art, & Biscuits",,,,,
21660202.0,(BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 3),BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 3,BEST LOCATION EVERWRIGLEY - BOYSTOWN - LAKEVIEW 3,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94465564,-87.6493685,Shared room,75,,1,,2,2017-11-26T00:00:00Z,2017-11-26,0.17,19,0,BEST LOCATION EVER!WRIGLEY , BOYSTOWN , LAKEVIEW 3,,,BEST LOCATION EVER!WRIGLEY  BOYSTOWN 
21660918.0,(LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2),LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2,LOCATION LOCATIONWRIGLEY - BOYSTOWN - LAKEVIEW 2,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94528136,-87.65205112,Shared room,45,,1,,2,2017-12-28T00:00:00Z,2017-12-28,0.18,19,0,LOCATION! LOCATION!WRIGLEY , BOYSTOWN , LAKEVIEW 2,,,LOCATION! LOCATION!WRIGLEY  BOYSTOWN 
21661168.0,(Cozy 1-bed unit between O'hare & Dowtown Chicago),Cozy 1-bed unit between O'hare & Dowtown Chicago,Cozy 1-bed unit between O'hare & Dowtown Chicago,4,Freddy,Freddy,,Portage Park,Portage Park,Portage Park,Portage Park,41.95631791,-87.77405549,Entire home/apt,60,,1,,80,2018-10-31T00:00:00Z,2018-10-31,6.5,1,130,Cozy 1,bed unit between O'hare & Dowtown Chicago,,,,Cozy 1bed unit between O'hare & Dowtown Chicago
21661244.0,(LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2),LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2,LOCATION LOCATIONWRIGLEY - BOYSTOWN - LAKEVIEW 2,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94600091,-87.65241569,Shared room,45,,1,,1,2018-01-21T00:00:00Z,2018-01-21,0.1,19,0,LOCATION! LOCATION!WRIGLEY , BOYSTOWN , LAKEVIEW 2,,,LOCATION! LOCATION!WRIGLEY  BOYSTOWN 
21661817.0,(3BD Duplex Loft in Lincoln Park-parking included),3BD Duplex Loft in Lincoln Park-parking included,3BD Duplex Loft in Lincoln Park-parking included,1,Jenna,Jenna,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91791531,-87.65439833,Entire home/apt,300,,2,,0,,,,1,0,3BD Duplex Loft in Lincoln Park,parking included,,,,3BD Duplex Loft in Lincoln Parkparking included
21663035.0,(The Blue Room w/ Queen Bed in Finished Attic),The Blue Room w/ Queen Bed in Finished Attic,The Blue Room w/ Queen Bed in Finished Attic,9094538,Nicole,Nicole,,Lake view,Lake View,Lake View,Lake View,41.93986286,-87.66364591,Private room,20,,1,,13,2018-06-15T00:00:00Z,2018-06-15,1.05,29,121,The Blue Room w/ Queen Bed in Finished Attic,,,,,
21663564.0,(Monroe Street Garden),Monroe Street Garden,Monroe Street Garden,6,Lorna,Lorna,,Near West Side,Near West Side,Near West Side,Near West Side,41.87890837,-87.68412905,Entire home/apt,60,,1,,58,2018-08-21T00:00:00Z,2018-08-21,4.93,1,43,Monroe Street Garden,,,,,
21665299.0,(Lovely room),Lovely room,Lovely room,1,Tian,Tian,,Near South Side,Near South Side,Near South Side,Near South Side,41.86530007,-87.62599324,Private room,50,,60,,0,,,,2,0,Lovely room,,,,,
21665879.0,(#1 Luxury PRIVATE Rm & full Bthrm free parking),#1 Luxury PRIVATE Rm & full Bthrm free parking,#1 Luxury PRIVATE Rm & full Bthrm free parking,1,Shao,Shao,,Dunning,Dunning,Dunning,Dunning,41.93989275,-87.78783498,Private room,44,,1,,11,2018-10-21T00:00:00Z,2018-10-21,0.94,6,43,#1 Luxury PRIVATE Rm & full Bthrm free parking,,,,,
21665919.0,(High rise living downtown Chicago with lake view.),High rise living downtown Chicago with lake view.,High rise living downtown Chicago with lake view.,2,Jacqueline,Jacqueline,,Near North Side,Near North Side,Near North Side,Near North Side,41.89380959,-87.61717033,Entire home/apt,125,,5,,1,2018-10-01T00:00:00Z,2018-10-01,0.65,1,365,High rise living downtown Chicago with lake view.,,,,,
21666856.0,(The Boulevard Garden of Eden Unit),The Boulevard Garden of Eden Unit,The Boulevard Garden of Eden Unit,5,Phil,Phil,,Logan Square,Logan Square,Logan Square,Logan Square,41.92205646,-87.70533407,Private room,63,,1,,53,2018-10-28T00:00:00Z,2018-10-28,5.89,1,60,The Boulevard Garden of Eden Unit,,,,,
21667138.0,(#4 Luxury newly renovate PRIVATE room free parking),#4 Luxury newly renovate PRIVATE room free parking,#4 Luxury newly renovate PRIVATE room free parking,1,Shao,Shao,,Dunning,Dunning,Dunning,Dunning,41.93841169,-87.78782407,Private room,45,,1,,23,2018-10-21T00:00:00Z,2018-10-21,1.86,6,75,#4 Luxury newly renovate PRIVATE room free parking,,,,,
21667420.0,(#6 Luxury PRIVATE Rm& full Bthrm free parking),#6 Luxury PRIVATE Rm& full Bthrm free parking,#6 Luxury PRIVATE Rm& full Bthrm free parking,1,Shao,Shao,,Dunning,Dunning,Dunning,Dunning,41.93991407,-87.78642587,Private room,59,,1,,24,2018-10-21T00:00:00Z,2018-10-21,2.0,6,0,#6 Luxury PRIVATE Rm& full Bthrm free parking,,,,,
21667691.0,(BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1),BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,BEST LOCATION EVERWRIGLEY - BOYSTOWN - LAKEVIEW 1,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94666005,-87.6492976,Shared room,27,,1,,11,2018-01-01T00:00:00Z,2018-01-01,0.89,19,0,BEST LOCATION EVER!WRIGLEY , BOYSTOWN , LAKEVIEW 1,,,BEST LOCATION EVER!WRIGLEY  BOYSTOWN 
21668110.0,(Safe & Affordable! 5 Minutes To Metro!),Safe & Affordable! 5 Minutes To Metro!,Safe & Affordable 5 Minutes To Metro,1,Stay Here Homes,Stay Here Homes,,Jefferson Park,Jefferson Park,Jefferson Park,Jefferson Park,41.97177612,-87.76676983,Entire home/apt,30,,2,,62,2018-11-12T00:00:00Z,2018-11-12,5.04,2,328,Safe & Affordable! 5 Minutes To Metro!,,,,,
21676916.0,(Premium Quadruple Room),Premium Quadruple Room,Premium Quadruple Room,5,Freehand,Freeh,,Near North Side,Near North Side,Near North Side,Near North Side,41.89204015,-87.62624368,Private room,500,,4,,0,,,,33,179,Premium Quadruple Room,,,,,
21677144.0,(Granville House Chicago),Granville House Chicago,Granville House Chicago,1,Chris,Chris,,Edgewater,Edgewater,Edgewater,Edgewater,41.99337793,-87.67042943,Entire home/apt,88,,2,,14,2018-11-12T00:00:00Z,2018-11-12,2.9,1,21,Granville House Chicago,,,,,
21678043.0,(BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1),BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,BEST LOCATION EVERWRIGLEY - BOYSTOWN - LAKEVIEW 1,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.93929919,-87.65266185,Shared room,25,,1,,4,2017-12-29T00:00:00Z,2017-12-29,0.33,19,0,BEST LOCATION EVER!WRIGLEY , BOYSTOWN , LAKEVIEW 1,,,BEST LOCATION EVER!WRIGLEY  BOYSTOWN 
21678230.0,(BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1),BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,BEST LOCATION EVERWRIGLEY - BOYSTOWN - LAKEVIEW 1,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94132755,-87.65367735,Shared room,25,,1,,6,2018-01-07T00:00:00Z,2018-01-07,0.49,19,0,BEST LOCATION EVER!WRIGLEY , BOYSTOWN , LAKEVIEW 1,,,BEST LOCATION EVER!WRIGLEY  BOYSTOWN 
21678284.0,(BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1),BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,BEST LOCATION EVERWRIGLEY - BOYSTOWN - LAKEVIEW 1,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94119401,-87.65395536,Shared room,28,,1,,6,2018-01-03T00:00:00Z,2018-01-03,0.5,19,0,BEST LOCATION EVER!WRIGLEY , BOYSTOWN , LAKEVIEW 1,,,BEST LOCATION EVER!WRIGLEY  BOYSTOWN 
21678923.0,(LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 6),LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 6,LOCATIONLAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 6,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94651025,-87.65010884,Shared room,110,,1,,1,2017-11-12T00:00:00Z,2017-11-12,0.08,19,0,LOCATION!LAKEVIEW SUPER BASE ,WRIGLEY , BOYSTOWN 6,,,LOCATION!LAKEVIEW SUPER BASE WRIGLEY 
21679357.0,(LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 5),LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 5,LOCATIONLAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 5,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94566542,-87.64919157,Shared room,110,,1,,0,,,,19,0,LOCATION!LAKEVIEW SUPER BASE ,WRIGLEY , BOYSTOWN 5,,,LOCATION!LAKEVIEW SUPER BASE WRIGLEY 
21679500.0,(LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 4),LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 4,LOCATIONLAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 4,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.9455926,-87.64933082,Shared room,80,,1,,1,2017-12-03T00:00:00Z,2017-12-03,0.09,19,0,LOCATION!LAKEVIEW SUPER BASE ,WRIGLEY , BOYSTOWN 4,,,LOCATION!LAKEVIEW SUPER BASE WRIGLEY 
21679688.0,(LOCATION!LAKEVIEW SUPER BASE -WRIGLEY -BOYSTOWN 3),LOCATION!LAKEVIEW SUPER BASE -WRIGLEY -BOYSTOWN 3,LOCATIONLAKEVIEW SUPER BASE -WRIGLEY -BOYSTOWN 3,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.93883997,-87.65231572,Shared room,70,,1,,3,2018-01-01T00:00:00Z,2018-01-01,0.25,19,0,LOCATION!LAKEVIEW SUPER BASE ,WRIGLEY ,BOYSTOWN 3,,,LOCATION!LAKEVIEW SUPER BASE WRIGLEY 
21680517.0,"(Clean, beautiful 1 bdrm near Midway Airport)","Clean, beautiful 1 bdrm near Midway Airport","Clean, beautiful 1 bdrm near Midway Airport",3,Eddie,Eddie,,Garfield Ridge,Garfield Ridge,Garfield Ridge,Garfield Ridge,41.79052521,-87.78151746,Entire home/apt,100,,1,,0,,,,1,0,"Clean, beautiful 1 bdrm near Midway Airport",,,,,
21681234.0,(Renovated Designer Apartment in Heart of Lincoln Square),Renovated Designer Apartment in Heart of Lincoln Square,Renovated Designer Apartment in Heart of Lincoln Square,1,Amy,Amy,,Lincoln Square,Lincoln Square,Lincoln Square,Lincoln Square,41.96426003,-87.6852822,Entire home/apt,125,,2,,65,2018-10-29T00:00:00Z,2018-10-29,5.39,1,290,Renovated Designer Apartment in Heart of Lincoln Square,,,,,
21684622.0,"(Wicker Park/Bucktown 2BR Apartment, free parking!)","Wicker Park/Bucktown 2BR Apartment, free parking!","Wicker Park/Bucktown 2BR Apartment, free parking",1,Julia,Julia,,Logan Square,Logan Square,Logan Square,Logan Square,41.91858716,-87.68644762,Entire home/apt,69,,1,,97,2018-10-29T00:00:00Z,2018-10-29,8.87,12,83,"Wicker Park/Bucktown 2BR Apartment, free parking!",,,,,
21685406.0,(???NEW XL Private Room. Wrigley Field. Lake Michigan),???NEW XL Private Room. Wrigley Field. Lake Michigan,???NEW XL Private Room. Wrigley Field. Lake Michigan,1,Kuba,Kuba,,Uptown,Uptown,Uptown,Uptown,41.96035977,-87.65150162,Private room,40,,1,,66,2018-11-12T00:00:00Z,2018-11-12,5.38,3,334,???NEW XL Private Room. Wrigley Field. Lake Michigan,,,,,
21690075.0,(Old Coast Condo),Old Coast Condo,Old Coast Condo,4,Xenon,Xenon,,Near North Side,Near North Side,Near North Side,Near North Side,41.90509417,-87.63376373,Entire home/apt,125,,2,,5,2018-05-24T00:00:00Z,2018-05-24,0.54,1,0,Old Coast Condo,,,,,
21690615.0,(3Bdrm New home w/view & party deck - 2nd Floor),3Bdrm New home w/view & party deck - 2nd Floor,3Bdrm New home w/view & party deck - 2nd Floor,4,Beau,Beau,,Lake view,Lake View,Lake View,Lake View,41.94743492,-87.65906386,Entire home/apt,600,,1,,8,2018-11-11T00:00:00Z,2018-11-11,2.5,2,174,3Bdrm New home w/view & party deck , 2nd Floor,,,,3Bdrm New home w/view & party deck  2nd Floor
21694897.0,(LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 3),LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 3,LOCATIONLAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 3,1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94512601,-87.64917651,Shared room,70,,1,,1,2017-11-19T00:00:00Z,2017-11-19,0.08,19,0,LOCATION!LAKEVIEW SUPER BASE ,WRIGLEY , BOYSTOWN 3,,,LOCATION!LAKEVIEW SUPER BASE WRIGLEY 
21695306.0,"(LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2)","LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2","LAKEVIEW HEART BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.9405524,-87.65428541,Shared room,54,,2,,0,,,,19,0,LAKEVIEW HEART! BOYSTOWN ,"WRIGLEY ""HOSTEL STYLE"" 2",,,,"LAKEVIEW HEART! BOYSTOWN WRIGLEY ""HOSTEL STYLE"" 2"
21695428.0,"(LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2)","LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2","LAKEVIEW HEART BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.94069958,-87.65206454,Shared room,54,,2,,2,2017-12-19T00:00:00Z,2017-12-19,0.17,19,0,LAKEVIEW HEART! BOYSTOWN ,"WRIGLEY ""HOSTEL STYLE"" 2",,,,"LAKEVIEW HEART! BOYSTOWN WRIGLEY ""HOSTEL STYLE"" 2"
21695514.0,"(LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2)","LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2","LAKEVIEW HEART BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",1,Ody,Ody,,Lake view,Lake View,Lake View,Lake View,41.9461392,-87.649511,Shared room,54,,2,,0,,,,19,0,LAKEVIEW HEART! BOYSTOWN ,"WRIGLEY ""HOSTEL STYLE"" 2",,,,"LAKEVIEW HEART! BOYSTOWN WRIGLEY ""HOSTEL STYLE"" 2"
21696047.0,(The University Visitor Stop),The University Visitor Stop,The University Visitor Stop,1,Brandon,Br,on,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.78375813,-87.59855496,Private room,60,,1,,0,,,,1,0,The University Visitor Stop,,,,,
21696340.0,(Luxury Condo in Gorgeous Location w FREE Parking!),Luxury Condo in Gorgeous Location w FREE Parking!,Luxury Condo in Gorgeous Location w FREE Parking,1,Jennifer,Jennifer,,West Town,West Town,West Town,West Town,41.90495134,-87.66280538,Entire home/apt,85,,1,,26,2018-10-29T00:00:00Z,2018-10-29,2.24,2,163,Luxury Condo in Gorgeous Location w FREE Parking!,,,,,
21696464.0,(Cozy apartment in great Ukrainian Village),Cozy apartment in great Ukrainian Village,Cozy apartment in great Ukrainian Village,2,Frances And Patrick,Frances,Patrick,West Town,West Town,West Town,West Town,41.89881535,-87.68791669,Entire home/apt,89,,3,,2,2018-07-15T00:00:00Z,2018-07-15,0.19,2,11,Cozy apartment in great Ukrainian Village,,,,,
21696642.0,(Paradise stay),Paradise stay,Paradise stay,1,Fahad,Fahad,,Near North Side,Near North Side,Near North Side,Near North Side,41.89277654,-87.63006344,Entire home/apt,118,,1,,0,,,,1,0,Paradise stay,,,,,
21698878.0,(HYDE PARK GEM!PARKING INCLUDED-FALL/WINTER DEALS),HYDE PARK GEM!PARKING INCLUDED-FALL/WINTER DEALS,HYDE PARK GEMPARKING INCLUDED-FALL/WINTER DEALS,2,Clarence,Clarence,,hyde park,Hyde Park,Hyde Park,Hyde Park,41.80188689,-87.59399231,Entire home/apt,87,,2,,55,2018-11-10T00:00:00Z,2018-11-10,4.63,1,242,HYDE PARK GEM!PARKING INCLUDED,FALL/WINTER DEALS,,,,HYDE PARK GEM!PARKING INCLUDEDFALL/WINTER DEALS
21700360.0,"(Charming Mini-Apt,Sleeps 3
Gated free parking)","Charming Mini-Apt,Sleeps 3
Gated free parking","Charming Mini-Apt,Sleeps 3
Gated free parking",1,Drew And Elena,Drew,Elena,Rogers Park,Rogers Park,Rogers Park,Rogers Park,41.99944593,-87.67282205,Private room,90,,1,,4,2018-08-23T00:00:00Z,2018-08-23,0.33,2,358,Charming Mini,"Apt,Sleeps 3
Gated free parking",,,,"Charming MiniApt,Sleeps 3
Gated free parking"
21700413.0,(Trendy BuckTown East Village Private Residence),Trendy BuckTown East Village Private Residence,Trendy BuckTown East Village Private Residence,1,Shady,Shady,,West Town,West Town,West Town,West Town,41.9030356,-87.66962669,Entire home/apt,110,,2,,42,2018-11-11T00:00:00Z,2018-11-11,4.01,2,93,Trendy BuckTown East Village Private Residence,,,,,
21700748.0,(Uptown Dream),Uptown Dream,Uptown Dream,2,Felicia,Felicia,,Uptown,Uptown,Uptown,Uptown,41.96406947,-87.65188045,Private room,90,,3,,21,2018-10-29T00:00:00Z,2018-10-29,2.46,1,307,Uptown Dream,,,,,
21701582.0,(???NEW XXL Private Room. Buena Park of Great Chicago),???NEW XXL Private Room. Buena Park of Great Chicago,???NEW XXL Private Room. Buena Park of Great Chicago,1,Kuba,Kuba,,Uptown,Uptown,Uptown,Uptown,41.96211576,-87.64643929,Private room,50,,1,,62,2018-10-31T00:00:00Z,2018-10-31,5.07,3,349,???NEW XXL Private Room. Buena Park of Great Chicago,,,,,
21701883.0,(Private Duplex Coach Home in West Town),Private Duplex Coach Home in West Town,Private Duplex Coach Home in West Town,2907374,George,George,,West Town,West Town,West Town,West Town,41.89100592,-87.65808762,Entire home/apt,90,,2,,62,2018-10-22T00:00:00Z,2018-10-22,5.24,1,174,Private Duplex Coach Home in West Town,,,,,
21705990.0,(Downtown River North Full Amenity Apartment.),Downtown River North Full Amenity Apartment.,Downtown River North Full Amenity Apartment.,7,Chuma,Chuma,,Near West Side,Near West Side,Near West Side,Near West Side,41.88906221,-87.64121953,Shared room,60,,1,,0,,,,2,0,Downtown River North Full Amenity Apartment.,,,,,
21710408.0,(Chicago 4 level townhome+deck near Wrigley&MichAve),Chicago 4 level townhome+deck near Wrigley&MichAve,Chicago 4 level townhome+deck near Wrigley&MichAve,1,Kimberly,Kimberly,,Logan Square,Logan Square,Logan Square,Logan Square,41.93399527,-87.68792742,Entire home/apt,498,,182,,0,,,,1,365,Chicago 4 level townhome+deck near Wrigley&MichAve,,,,,
21712000.0,(Charming Bucktown Home with yard and garage),Charming Bucktown Home with yard and garage,Charming Bucktown Home with yard and garage,1,Alicia,Alicia,,Logan Square,Logan Square,Logan Square,Logan Square,41.91699997,-87.67186033,Entire home/apt,90,,3,,32,2018-10-26T00:00:00Z,2018-10-26,2.8,1,10,Charming Bucktown Home with yard and garage,,,,,
21714852.0,(Chicago Loop Luxuery Suite),Chicago Loop Luxuery Suite,Chicago Loop Luxuery Suite,7,Jessica,Jessica,,L??p,L??P,Loop,Loop,41.8831284,-87.63352662,Entire home/apt,93,,2,,4,2018-01-29T00:00:00Z,2018-01-29,0.36,1,0,Chicago Loop Luxuery Suite,,,,,
21717512.0,(Ernesto???s Apartment),Ernesto???s Apartment,Ernesto???s Apartment,1,Ernesto,Ernesto,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85741796,-87.67147662,Private room,47,,1,,42,2018-11-05T00:00:00Z,2018-11-05,3.64,1,18,Ernesto???s Apartment,,,,,
21718016.0,(Queen bed with a twin bed attached to room!),Queen bed with a twin bed attached to room!,Queen bed with a twin bed attached to room,8,Jasminko,Jasminko,,Belmont Cragin,Belmont Cragin,Belmont Cragin,Belmont Cragin,41.92280697,-87.76953198,Private room,35,,1,,16,2018-10-27T00:00:00Z,2018-10-27,1.71,5,365,Queen bed with a twin bed attached to room!,,,,,
21721261.0,(Spacious 3bdr apartment minutes away from Downtown),Spacious 3bdr apartment minutes away from Downtown,Spacious 3bdr apartment minutes away from Downtown,8670834,Dan,Dan,,East Garfield Park,East Garfield Park,East Garfield Park,East Garfield Park,41.87730207,-87.69465623,Entire home/apt,100,,2,,67,2018-11-05T00:00:00Z,2018-11-05,5.61,1,86,Spacious 3bdr apartment minutes away from Downtown,,,,,
21726928.0,(The Green Room on 3rd Floor in Finished Attic),The Green Room on 3rd Floor in Finished Attic,The Green Room on 3rd Floor in Finished Attic,9094538,Nicole,Nicole,,Lake view,Lake View,Lake View,Lake View,41.93990305,-87.663494,Private room,40,,2,,17,2018-06-14T00:00:00Z,2018-06-14,1.38,29,97,The Green Room on 3rd Floor in Finished Attic,,,,,
21734198.0,"(3 bed, 4 bath near United Center w/ free parking!)","3 bed, 4 bath near United Center w/ free parking!","3 bed, 4 bath near United Center w/ free parking",7,Lindsey,Lindsey,,East Garfield Park,East Garfield Park,East Garfield Park,East Garfield Park,41.87701528,-87.69495654,Entire home/apt,149,,2,,38,2018-11-04T00:00:00Z,2018-11-04,3.15,1,36,"3 bed, 4 bath near United Center w/ free parking!",,,,,
21736570.0,(Roscoe Village Gem-Close to Everything!),Roscoe Village Gem-Close to Everything!,Roscoe Village Gem-Close to Everything,3,Tom,Tom,,North Center,North Center,North Center,North Center,41.94184387,-87.67819837,Entire home/apt,85,,2,,43,2018-11-13T00:00:00Z,2018-11-13,3.56,1,58,Roscoe Village Gem,Close to Everything!,,,,Roscoe Village GemClose to Everything!
21738134.0,(THE JAZZ LANDMARK 5MIN TO MCCORMICK PL/ UNIVERSITY),THE JAZZ LANDMARK 5MIN TO MCCORMICK PL/ UNIVERSITY,THE JAZZ LANDMARK 5MIN TO MCCORMICK PL/ UNIVERSITY,1,Wendy,Wendy,,Grand Boulevard,Grand Boulevard,Grand Boulevard,Grand Boulevard,41.81400459,-87.61584438,Entire home/apt,300,,2,,13,2018-10-01T00:00:00Z,2018-10-01,1.12,3,350,THE JAZZ LANDMARK 5MIN TO MCCORMICK PL/ UNIVERSITY,,,,,
21739162.0,(Darling Garden Apartment),Darling Garden Apartment,Darling Garden Apartment,3,Hannah,Hannah,,West Town,West Town,West Town,West Town,41.90137362,-87.6806415,Entire home/apt,60,,2,,7,2018-09-04T00:00:00Z,2018-09-04,0.59,1,3,Darling Garden Apartment,,,,,
21741024.0,(DEPARTAMENTOBELMONT),DEPARTAMENTOBELMONT,DEPARTAMENTOBELMONT,1,Rocio,Rocio,,Portage Park,Portage Park,Portage Park,Portage Park,41.93942901,-87.76897296,Entire home/apt,70,,2,,0,,,,1,0,DEPARTAMENTOBELMONT,,,,,
21746763.0,"(Bedroom in Lakeview close to caf??s, shops and bars)","Bedroom in Lakeview close to caf??s, shops and bars","Bedroom in Lakeview close to caf??s, shops and bars",1,Neg,Neg,,Lake view,Lake View,Lake View,Lake View,41.934189,-87.64660833,Private room,60,,2,,8,2018-06-04T00:00:00Z,2018-06-04,0.68,1,0,"Bedroom in Lakeview close to caf??s, shops and bars",,,,,
21748100.0,"(Modern, Open, Loft in Chicago's Logan Square)","Modern, Open, Loft in Chicago's Logan Square","Modern, Open, Loft in Chicago's Logan Square",3257065,Samantha,Samantha,,Logan Square,Logan Square,Logan Square,Logan Square,41.92054373,-87.71558427,Entire home/apt,48,,1,,67,2018-10-27T00:00:00Z,2018-10-27,5.57,1,164,"Modern, Open, Loft in Chicago's Logan Square",,,,,
21749317.0,(Trendy Wicker Park private room w/ FREE parking),Trendy Wicker Park private room w/ FREE parking,Trendy Wicker Park private room w/ FREE parking,2,Karisa,Karisa,,West Town,West Town,West Town,West Town,41.90348023,-87.67196132,Private room,45,,3,,1,2017-12-08T00:00:00Z,2017-12-08,0.09,1,0,Trendy Wicker Park private room w/ FREE parking,,,,,
